1;0;1196.00;12.30;806.00;0.00;0.60
2;0;752.00;10.30;527.00;0.00;0.68
3;0;678.00;10.60;1100.00;0.00;0.56
4;0;3875.00;11.30;1477.00;0.00;0.52
5;0;4600.00;10.50;107.00;0.00;0.80
6;0;3546.00;18.25;177.00;0.00;0.80
7;0;44.00;10.30;312.00;0.00;0.76
8;0;2175.00;10.80;1749.00;0.00;0.68
9;0;2418.00;12.80;1771.00;0.00;0.84
10;0;4597.00;11.05;1265.00;0.00;0.56
11;0;2143.00;11.87;1776.00;0.00;0.72
12;0;2901.00;11.92;1946.00;0.00;0.68
13;0;1860.00;13.55;778.00;0.00;0.64
14;0;19.00;10.80;1806.00;0.00;0.76
15;0;667.00;11.22;1854.00;0.00;0.88
16;0;5535.00;10.70;1935.00;0.00;0.80
17;0;5491.00;11.00;1671.00;0.00;0.80
18;0;1062.00;10.40;330.00;0.00;0.76
19;0;2814.00;13.15;109.00;0.00;0.84
20;0;2817.00;12.20;1935.00;0.00;0.84
21;0;2126.00;11.47;649.00;0.00;0.60
22;0;623.00;11.85;1409.00;0.00;0.56
23;0;3378.00;12.45;119.00;0.00;0.84
24;0;3697.00;15.62;1289.00;0.00;0.56
25;0;2613.00;10.60;1709.00;0.00;0.80
26;0;2952.00;11.30;1653.00;0.00;0.80
27;0;5560.00;10.50;89.00;0.00;0.88
28;0;301.00;11.35;503.00;0.00;0.76
29;0;875.00;11.97;925.00;0.00;0.56
30;0;1755.00;12.30;1164.00;0.00;0.64
31;0;1395.00;10.65;882.00;0.00;0.52
32;0;3899.00;10.80;1424.00;0.00;0.56
33;0;1320.00;10.20;1904.00;0.00;0.84
34;0;74.00;10.10;1912.00;0.00;0.88
35;0;1958.00;11.52;1617.00;0.00;0.64
36;0;2969.00;12.07;686.00;0.00;0.64
37;0;2725.00;12.22;1719.00;0.00;0.76
38;0;4648.00;10.42;2016.00;0.00;1.00
39;0;80.00;11.60;458.00;0.00;0.64
40;0;691.00;11.60;189.00;0.00;0.68
41;0;3026.00;14.85;634.00;0.00;0.76
42;0;1406.00;11.10;1542.00;0.00;0.64
43;0;1653.00;14.52;787.00;0.00;0.68
44;0;5453.00;10.40;290.00;0.00;0.68
45;0;4215.00;10.30;2020.00;0.00;0.76
46;0;639.00;11.60;1118.00;0.00;0.56
47;0;1284.00;10.25;1677.00;0.00;0.64
48;0;2184.00;11.95;20.00;0.00;0.76
49;0;5552.00;17.70;1429.00;0.00;0.72
50;0;3370.00;10.40;1320.00;0.00;0.56
