0;0;0;0;land;false;unknown;0
1;168;254;238;land;false;plains;1
2;250;175;148;land;false;plains;1
3;109;246;69;land;false;plains;1
4;184;253;170;land;false;plains;1
5;254;250;186;land;false;plains;1
6;255;252;230;land;false;plains;1
7;228;227;77;land;false;plains;1
8;250;232;172;land;false;plains;1
9;104;231;33;land;false;plains;1
10;132;52;238;land;false;plains;1
11;100;223;159;land;false;plains;1
12;251;110;237;land;false;plains;1
13;73;148;248;land;false;plains;1
14;107;188;251;land;false;plains;1
15;113;235;116;land;true;plains;1
16;23;247;202;land;false;plains;1
17;78;239;102;land;false;plains;1
18;150;243;222;land;false;plains;1
19;254;221;216;land;false;plains;1
20;142;150;242;land;false;plains;1
21;232;192;255;land;false;plains;1
22;247;135;205;land;false;plains;1
23;43;159;220;land;false;plains;1
24;131;235;207;land;false;plains;1
25;121;223;95;land;false;plains;1
26;197;226;251;land;false;plains;1
27;59;246;114;land;false;plains;1
28;240;212;254;land;false;plains;1
29;242;255;239;land;false;plains;1
30;185;251;216;land;false;plains;1
31;111;229;200;land;false;plains;1
32;158;158;255;land;false;plains;1
33;251;224;254;land;false;plains;1
34;216;145;93;land;false;plains;1
35;241;234;255;land;false;plains;1
36;254;214;247;land;false;plains;1
37;252;159;238;land;false;plains;1
38;253;211;183;land;false;plains;1
39;250;164;134;land;false;plains;1
40;162;158;254;land;false;plains;1
41;114;238;193;land;false;plains;1
42;55;51;253;land;true;plains;1
43;210;175;62;land;false;plains;1
44;242;217;138;land;false;plains;1
45;249;179;207;land;false;plains;1
46;252;190;223;land;false;plains;1
47;253;250;255;land;true;plains;1
48;254;184;217;land;false;plains;1
49;243;228;255;land;false;plains;1
50;106;228;199;land;false;plains;1
51;202;186;252;land;false;plains;1
52;105;45;218;land;false;plains;1
53;213;250;58;land;false;plains;1
54;245;255;240;land;false;plains;1
55;254;217;224;land;false;plains;1
56;251;142;247;land;false;plains;1
57;253;198;213;land;false;plains;1
58;250;187;180;land;false;plains;1
59;208;60;241;land;false;plains;1
60;243;136;234;land;false;plains;1
61;255;237;221;land;false;plains;1
62;115;252;127;land;false;plains;1
63;253;192;200;land;false;plains;1
64;28;182;238;land;false;plains;1
65;236;90;253;land;false;plains;1
66;254;173;183;land;false;plains;1
67;55;68;208;land;false;plains;1
68;227;254;215;land;false;plains;1
69;231;136;32;land;false;plains;1
70;89;206;242;land;true;plains;1
71;246;217;91;land;false;plains;1
72;232;249;119;land;false;plains;1
73;255;246;253;land;false;plains;1
74;138;249;131;land;false;plains;1
75;64;78;228;land;true;plains;1
76;239;120;83;land;false;plains;1
77;236;181;109;land;false;plains;1
78;142;241;146;land;false;plains;1
79;109;206;235;land;false;plains;1
80;249;255;253;land;false;plains;1
81;223;45;94;land;false;plains;1
82;180;122;234;land;false;plains;1
83;254;219;146;land;false;plains;1
84;234;71;134;land;true;plains;1
85;180;224;250;land;false;plains;1
86;158;89;232;land;false;plains;1
87;112;146;247;land;false;plains;1
88;23;112;254;land;false;plains;1
89;212;224;253;land;false;plains;1
90;255;251;248;land;false;plains;1
91;112;220;245;land;false;plains;1
92;208;115;53;land;false;plains;1
93;211;175;56;land;false;plains;1
94;189;251;235;land;false;plains;1
95;140;251;241;land;true;plains;1
96;52;102;219;land;false;plains;1
97;241;210;34;land;false;plains;1
98;236;125;233;land;false;plains;1
99;231;253;144;land;false;plains;1
100;209;190;251;land;false;plains;1
101;222;231;254;land;false;plains;1
102;208;171;70;land;false;plains;1
103;192;254;230;land;false;plains;1
104;251;240;154;land;false;plains;1
105;139;241;155;land;false;plains;1
106;40;208;223;land;true;plains;1
107;137;226;91;land;false;plains;1
108;240;85;192;land;true;plains;1
109;165;239;134;land;false;plains;1
110;199;137;246;land;false;plains;1
111;249;183;134;land;false;plains;1
112;241;116;83;land;false;plains;1
113;249;188;121;land;false;plains;1
114;252;159;250;land;false;plains;1
115;140;248;173;land;false;plains;1
116;237;133;166;land;false;plains;1
117;230;234;255;land;false;plains;1
118;123;220;239;land;false;plains;1
119;246;130;93;land;false;plains;1
120;253;215;229;land;false;plains;1
121;199;173;249;land;false;plains;1
122;248;56;192;land;false;plains;1
123;196;181;66;land;false;plains;1
124;231;176;249;land;true;plains;1
125;254;194;161;land;false;plains;1
126;116;96;242;land;false;plains;1
127;196;200;254;land;true;plains;1
128;254;130;148;land;false;plains;1
129;183;135;239;land;false;plains;1
130;241;155;78;land;false;plains;1
131;245;177;248;land;false;plains;1
132;252;183;171;land;true;plains;1
133;127;120;235;land;false;plains;1
134;139;238;118;land;false;plains;1
135;242;102;245;land;false;plains;1
136;152;243;141;land;false;plains;1
137;250;252;187;land;false;plains;1
138;252;130;112;land;false;plains;1
139;116;231;198;land;false;plains;1
140;74;172;232;land;false;plains;1
141;216;217;254;land;false;plains;1
142;253;108;143;land;false;plains;1
143;237;239;41;land;false;plains;1
144;38;221;248;land;false;plains;1
145;233;117;163;land;false;plains;1
146;165;251;156;land;false;plains;1
147;209;252;199;land;false;plains;1
148;232;250;255;land;false;plains;1
149;157;248;159;land;false;plains;1
150;200;252;245;land;false;plains;1
151;169;148;248;land;false;plains;1
152;250;176;215;land;true;plains;1
153;234;141;100;land;false;plains;1
154;254;242;188;land;false;plains;1
155;249;181;223;land;false;plains;1
156;255;228;237;land;false;plains;1
157;235;127;87;land;false;plains;1
158;63;238;165;land;false;plains;1
159;198;250;169;land;false;plains;1
160;183;215;250;land;false;plains;1
161;208;253;221;land;false;plains;1
162;96;231;222;land;false;plains;1
163;239;251;76;land;false;plains;1
164;247;187;254;land;false;plains;1
165;120;250;119;land;true;plains;1
166;188;190;253;land;false;plains;1
167;247;253;199;land;false;plains;1
168;209;70;65;land;false;plains;1
169;253;248;171;land;false;plains;1
170;154;252;120;land;false;plains;1
171;25;231;28;land;false;plains;1
172;207;254;247;land;true;plains;1
173;249;178;208;land;false;plains;1
174;140;249;74;land;false;plains;1
175;66;29;241;land;false;plains;1
176;248;129;64;land;false;plains;1
177;183;252;220;land;false;plains;1
178;118;234;94;land;false;plains;1
179;255;179;227;land;false;plains;1
180;157;62;221;land;false;plains;1
181;169;211;73;land;false;plains;1
182;252;203;187;land;false;plains;1
183;109;155;235;land;false;plains;1
184;103;144;234;land;false;plains;1
185;234;251;184;land;false;plains;1
186;245;212;126;land;false;plains;1
187;173;226;247;land;false;plains;1
188;251;232;168;land;false;plains;1
189;43;109;235;land;false;plains;1
190;123;238;178;land;false;plains;1
191;254;220;220;land;true;plains;1
192;219;254;216;land;false;plains;1
193;251;120;135;land;false;plains;1
194;209;233;121;land;true;plains;1
195;196;251;149;land;false;plains;1
196;147;229;38;land;false;plains;1
197;223;176;252;land;false;plains;1
198;191;231;82;land;false;plains;1
199;221;136;101;land;false;plains;1
200;91;243;202;land;false;plains;1
201;232;197;252;land;false;plains;1
202;138;208;242;land;false;plains;1
203;182;249;167;land;false;plains;1
204;245;80;149;land;false;plains;1
205;254;240;199;land;false;plains;1
206;128;253;253;land;true;plains;1
207;248;212;254;land;false;plains;1
208;252;199;127;land;false;plains;1
209;253;242;155;land;false;plains;1
210;189;64;246;land;false;plains;1
211;56;126;246;land;false;plains;1
212;113;235;145;land;false;plains;1
213;255;241;235;land;false;plains;1
214;111;213;253;land;false;plains;1
215;237;89;208;land;false;plains;1
216;88;149;236;land;false;plains;1
217;249;206;168;land;false;plains;1
218;210;255;204;land;false;plains;1
219;150;241;157;land;false;plains;1
220;216;109;45;land;false;plains;1
221;156;245;255;land;false;plains;1
222;249;184;213;land;false;plains;1
223;197;238;253;land;false;plains;1
224;243;218;71;land;false;plains;1
225;233;231;124;land;false;plains;1
226;200;253;149;land;false;plains;1
227;208;251;174;land;false;plains;1
228;222;68;113;land;false;plains;1
229;246;215;254;land;true;plains;1
230;235;255;243;land;false;plains;1
231;59;127;221;land;false;plains;1
232;214;249;43;land;false;plains;1
233;32;193;234;land;false;plains;1
234;227;254;255;land;false;plains;1
235;248;237;165;land;false;plains;1
236;255;248;243;land;false;plains;1
237;43;126;250;land;false;plains;1
238;255;235;190;land;false;plains;1
239;99;247;159;land;false;plains;1
240;246;133;174;land;false;plains;1
241;113;246;147;land;false;plains;1
242;20;243;39;land;false;plains;1
243;250;21;104;land;false;plains;1
244;227;96;244;land;false;plains;1
245;210;254;200;land;false;plains;1
246;239;30;122;land;false;plains;1
247;240;166;251;land;false;plains;1
248;146;193;246;land;false;plains;1
249;55;96;231;land;false;plains;1
250;200;114;244;land;false;plains;1
251;188;247;254;land;false;plains;1
252;155;205;52;land;false;plains;1
253;207;124;235;land;false;plains;1
254;255;236;217;land;false;plains;1
255;125;134;233;land;false;plains;1
256;94;234;237;land;false;plains;1
257;139;162;249;land;true;plains;1
258;120;243;120;land;false;plains;1
259;154;245;223;land;false;plains;1
260;155;241;135;land;false;plains;1
261;181;223;56;land;false;plains;1
262;255;253;245;land;false;plains;1
263;189;255;218;land;true;plains;1
264;199;152;254;land;false;plains;1
265;84;250;96;land;false;plains;1
266;221;113;234;land;false;plains;1
267;44;192;234;land;true;plains;1
268;246;132;100;land;false;plains;1
269;108;206;250;land;false;plains;1
270;104;75;227;land;false;plains;1
271;251;182;236;land;true;plains;1
272;230;74;117;land;false;plains;1
273;148;253;9;land;false;plains;1
274;116;222;251;land;false;plains;1
275;244;72;188;land;false;plains;1
276;255;178;160;land;false;plains;1
277;143;37;226;land;false;plains;1
278;38;217;228;land;false;plains;1
279;241;212;15;land;false;plains;1
280;246;239;73;land;false;plains;1
281;78;220;75;land;false;plains;1
282;190;250;191;land;false;plains;1
283;233;246;162;land;false;plains;1
284;248;235;139;land;true;plains;1
285;238;124;175;land;false;plains;1
286;247;255;247;land;false;plains;1
287;205;184;57;land;false;plains;1
288;134;223;252;land;false;plains;1
289;37;189;246;land;false;plains;1
290;236;158;135;land;false;plains;1
291;249;103;62;land;false;plains;1
292;254;92;48;land;false;plains;1
293;252;139;249;land;false;plains;1
294;124;216;244;land;false;plains;1
295;247;252;192;land;false;plains;1
296;255;231;250;land;false;plains;1
297;212;65;235;land;false;plains;1
298;228;237;89;land;true;plains;1
299;122;124;240;land;false;plains;1
300;52;231;127;land;false;plains;1
301;246;159;228;land;false;plains;1
302;73;43;217;land;false;plains;1
303;233;187;253;land;true;plains;1
304;251;141;251;land;false;plains;1
305;201;254;237;land;false;plains;1
306;64;209;110;land;false;plains;1
307;196;164;246;land;false;plains;1
308;248;203;170;land;false;plains;1
309;255;211;200;land;false;plains;1
310;240;252;195;land;false;plains;1
311;251;255;255;land;false;plains;1
312;67;183;241;land;false;plains;1
313;59;235;201;land;false;plains;1
314;236;254;223;land;false;plains;1
315;201;191;254;land;false;plains;1
316;157;248;247;land;false;plains;1
317;253;236;177;land;false;plains;1
318;154;246;242;land;false;plains;1
319;138;116;235;land;false;plains;1
320;166;139;240;land;false;plains;1
321;58;90;227;land;false;plains;1
322;86;101;214;land;false;plains;1
323;127;244;214;land;false;plains;1
324;78;142;230;land;false;plains;1
325;208;253;197;land;false;plains;1
326;223;174;253;land;false;plains;1
327;254;252;217;land;false;plains;1
328;113;138;246;land;false;plains;1
329;91;125;223;land;false;plains;1
330;241;87;111;land;false;plains;1
331;254;213;194;land;false;plains;1
332;123;240;93;land;false;plains;1
333;209;210;253;land;false;plains;1
334;229;118;100;land;false;plains;1
335;210;251;192;land;true;plains;1
336;255;251;212;land;false;plains;1
337;246;171;149;land;false;plains;1
338;133;83;243;land;false;plains;1
339;216;254;227;land;false;plains;1
340;255;149;122;land;false;plains;1
341;38;133;251;land;false;plains;1
342;218;87;254;land;false;plains;1
343;143;225;56;land;false;plains;1
344;137;252;118;land;false;plains;1
345;171;253;219;land;false;plains;1
346;175;82;241;land;false;plains;1
347;207;76;232;land;false;plains;1
348;73;210;178;land;false;plains;1
349;61;248;97;land;false;plains;1
350;223;127;241;land;false;plains;1
351;196;255;199;land;false;plains;1
352;244;244;161;land;false;plains;1
353;228;253;186;land;false;plains;1
354;240;105;247;land;false;plains;1
355;245;189;252;land;false;plains;1
356;58;51;230;land;false;plains;1
357;143;236;252;land;false;plains;1
358;244;90;141;land;false;plains;1
359;248;228;157;land;false;plains;1
360;253;167;180;land;false;plains;1
361;252;96;115;land;false;plains;1
362;35;58;248;land;false;plains;1
363;247;172;148;land;false;plains;1
364;93;191;217;land;false;plains;1
365;246;252;255;land;false;plains;1
366;104;235;220;land;true;plains;1
367;213;255;196;land;false;plains;1
368;255;239;243;land;false;plains;1
369;144;154;251;land;false;plains;1
370;49;215;122;land;false;plains;1
371;233;124;233;land;false;plains;1
372;222;200;50;land;false;plains;1
373;254;253;217;land;false;plains;1
374;40;137;233;land;false;plains;1
375;90;182;232;land;false;plains;1
376;249;146;202;land;false;plains;1
377;149;241;243;land;false;plains;1
378;201;99;228;land;false;plains;1
379;250;120;96;land;false;plains;1
380;158;231;246;land;false;plains;1
381;255;211;196;land;false;plains;1
382;248;219;255;land;false;plains;1
383;164;191;248;land;false;plains;1
384;156;102;233;land;false;plains;1
385;247;167;249;land;false;plains;1
386;210;254;208;land;false;plains;1
387;58;219;241;land;false;plains;1
388;189;254;144;land;false;plains;1
389;225;123;74;land;false;plains;1
390;245;189;119;land;false;plains;1
391;234;254;218;land;false;plains;1
392;254;201;214;land;false;plains;1
393;239;251;104;land;false;plains;1
394;242;99;139;land;false;plains;1
395;43;61;219;land;false;plains;1
396;171;120;251;land;false;plains;1
397;236;227;67;land;false;plains;1
398;210;218;253;land;false;plains;1
399;229;240;69;land;false;plains;1
400;255;229;244;land;false;plains;1
401;254;11;240;land;false;plains;1
402;147;242;115;land;false;plains;1
403;86;65;247;land;false;plains;1
404;85;253;134;land;false;plains;1
405;189;241;252;land;false;plains;1
406;236;166;251;land;false;plains;1
407;122;130;243;land;false;plains;1
408;223;67;181;land;false;plains;1
409;184;251;236;land;false;plains;1
410;209;246;147;land;false;plains;1
411;247;102;226;land;false;plains;1
412;131;237;111;land;false;plains;1
413;58;223;188;land;false;plains;1
414;246;255;246;land;false;plains;1
415;203;253;197;land;false;plains;1
416;251;216;255;land;false;plains;1
417;247;192;113;land;true;plains;1
418;107;229;104;land;false;plains;1
419;135;238;201;land;false;plains;1
420;177;132;247;land;false;plains;1
421;196;255;203;land;false;plains;1
422;250;226;176;land;false;plains;1
423;211;162;76;land;false;plains;1
424;118;237;151;land;false;plains;1
425;240;113;176;land;false;plains;1
426;182;230;106;land;false;plains;1
427;39;252;119;land;false;plains;1
428;109;226;205;land;false;plains;1
429;177;116;248;land;false;plains;1
430;249;227;255;land;false;plains;1
431;255;249;251;land;false;plains;1
432;55;254;151;land;true;plains;1
433;153;134;244;land;false;plains;1
434;220;254;199;land;false;plains;1
435;255;183;154;land;false;plains;1
436;233;61;67;land;false;plains;1
437;197;190;255;land;false;plains;1
438;240;75;140;land;false;plains;1
439;244;200;131;land;false;plains;1
440;255;69;232;land;false;plains;1
441;211;82;221;land;false;plains;1
442;216;153;89;land;false;plains;1
443;82;212;70;land;false;plains;1
444;174;251;214;land;false;plains;1
445;219;252;199;land;true;plains;1
446;36;217;239;land;false;plains;1
447;165;187;249;land;false;plains;1
448;93;248;59;land;true;plains;1
449;215;57;242;land;false;plains;1
450;250;129;207;land;true;plains;1
451;173;249;235;land;false;plains;1
452;127;238;136;land;false;plains;1
453;109;246;61;land;false;plains;1
